CensusTract,holc_grade
6037404702,D
25003900200,B
39153505900,C
31055004900,A
23005001900,B
42003290200,B
17031750100,D
6067000200,C
40109101900,B
17031750200,B
36081117100,B
48375014800,D
21067000700,B
34007604700,C
26125184200,C
17197881700,A
4013114000,D
31109003002,C
34003051300,B
34039037700,A
6037541700,C
26163580200,D
29189212102,C
39035115300,D
36085002700,D
17031530600,D
6037203500,D
25017353700,C
25017368500,C
39153531002,C
34003015100,B
36005003300,D
51740212300,C
34003057101,D
36081157902,C
29510106700,B
55079008500,C
34021001600,D
6037700502,C
36061017300,B
25009206200,C
36005011000,C
20173000300,D
47065002600,C
42003090100,D
40109104600,D
6037208620,D
24510130700,C
24005401200,B
34003047400,B
6037189202,A
34013004100,B
6037143400,B
39035181100,A
19153000803,B
22071004900,C
34039032901,C
25025100603,D
39035171206,C
13051011200,E
27053104100,C
53063001800,D
39153520104,C
6001422400,C
39035103300,D
34031182500,B
44007003700,D
19153004004,C
6001423902,B
23005001100,B
34039030701,C
31055000500,C
39035152501,C
36047013300,D
1073002200,D
36081007700,D
9003524600,C
42003320600,C
6001408300,D
17031838700,C
9005360400,C
12103020400,C
36085007500,C
21117064900,A
42003130100,D
8031000301,C
8101001400,C
55079008700,C
39049004810,B
34039035300,D
6037275400,C
17031411100,C
6037541605,B
39153502102,C
8031004006,C
39155920800,C
24510080700,D
25025100400,B
29510110100,C
6037433401,C
34003028002,C
6037573002,C
6037481300,C
17031711400,D
42101007400,D
29095016800,C
36081071306,B
34003019304,C
27145000602,C
39035177405,B
39035115700,D
6037462400,C
12086001004,D
53053060800,B
17031841900,D
26163520200,D
26163523400,C
6037533703,C
21067000300,C
36005023302,C
17031711200,C
55079186100,D
22071010700,C
29095011800,C
24510271200,A
26125188100,B
34013019900,A
6037432602,C
17201002000,D
39035160800,C
25009206700,A
26163572400,C
17031081600,D
48113001800,C
40109105700,D
51760010402,A
36001001700,B
44007010400,C
6073001900,B
6037463300,B
48113005901,C
21111007603,C
36067000600,C
6037482521,D
39035102700,C
9003504900,C
36005023704,C
36047028600,C
1097000200,D
12057005700,B
17031730700,D
8101000400,B
53063004200,A
12086007103,C
13051002300,C
51760060400,C
1073013100,D
36005022901,C
6037603101,D
25027730801,A
47037011700,B
18163001900,C
20209042001,C
39035171203,C
6037572500,C
29095009100,B
39095000300,B
25009204200,B
36047041500,C
42003471000,C
20173003500,B
26163579800,C
6001423602,C
17031600700,D
17197882500,D
6037242000,D
42013100900,D
13089023000,C
48201511302,C
42077000101,B
17031190900,B
39113000600,A
27123035200,B
17031810900,C
18097352500,C
17031691500,D
34017007100,D
6037620303,C
29095002100,D
36047098400,D
29095008600,B
48201311100,C
20177001200,D
6001400700,D
34023002805,C
39035119300,D
6073002100,C
25005651300,B
27137002600,C
42003488100,D
36081042400,C
36085015100,C
34013007100,D
22071000300,D
25025180500,C
26163536300,C
39099802900,B
25021401100,A
36081071702,C
12086001802,D
48381020400,A
26163573702,C
26145001800,C
42003488200,D
17031340600,D
39035113600,D
36029001500,D
39003013200,B
1097000901,C
36061024100,B
36067005700,B
39153520400,B
39035118301,D
23005002001,C
20209042800,D
21111001100,C
26049011302,D
39035160602,C
25017342500,C
48113019501,A
55079005000,B
29510124100,C
36085024700,C
39049008400,B
20209043301,D
42003010300,D
26099258900,C
29095007900,D
6075016600,D
47037017800,A
34039033900,C
36081048900,C
21111004100,C
36047015900,B
6037404903,D
36005042901,B
29095016700,D
34039034000,C
25017374500,C
21111007800,B
19193002101,D
51760010600,C
6037187300,B
26163985100,D
22017020600,D
34031175802,C
36067006101,C
51770002700,C
18097354800,B
27053100900,C
6001427600,C
36005021602,E
26163516200,D
34003008000,C
25005652100,A
39113001900,C
55139000100,C
34003022100,B
37021001100,C
29189212300,A
17031819700,A
47093001700,D
13121001400,C
25027731102,C
48029180101,A
27053001700,D
20173001900,C
34039035800,D
55079120300,C
34017004101,B
36029001000,B
39099804100,B
48141001600,C
22071006000,D
26125142400,D
39113001200,C
20173000700,D
39035106900,B
53033004200,B
34031182302,D
31109003103,C
26163535400,C
27137000900,C
51710004700,D
39095003000,C
39095003900,C
36029001402,D
6037463101,C
44007016100,B
36119001000,D
9003503100,C
6037224310,C
6037267800,B
6037576802,C
36015000200,C
26049001500,C
53033006300,A
6073002710,C
39095000700,C
42091202402,A
36055005900,C
6037211121,D
24003750801,C
42079200500,A
17031826902,C
55025010100,A
36047029200,C
34013014300,B
29189212700,C
25017312000,D
48029190700,B
25023510200,C
41051001302,D
36047100600,D
34003041100,C
17031570400,C
37081011400,D
25025160101,D
36047078800,C
26125180000,C
36047009000,C
8031002000,D
25017374700,C
44007014700,C
9001035100,A
36081000700,D
6037501802,C
17197882100,C
19153000902,A
34013007000,D
1073003300,D
6037700802,C
39049008900,B
17031580100,D
39095002200,B
34013005300,C
34013013900,D
41051003302,D
18163002600,D
22071002200,C
6001422700,B
27053109800,B
24005491100,B
6037311400,C
36005038302,C
21111003800,C
42003518001,B
12086007001,C
27137001300,B
6037430302,B
18097380501,C
55079001000,C
6037237202,C
42077005703,B
55079016000,C
39113003000,C
48167725500,A
6037431001,C
36047040200,C
55079017600,D
39155921100,C
34007606800,C
25005651001,A
25027730200,B
36047036900,C
17115000600,C
6037265100,A
34031181702,D
36047020100,D
25025050400,D
33011001500,C
33011001700,C
22071009100,C
39035121700,B
9009352600,C
34035051700,C
25027730402,C
48201511600,C
34031180202,D
9001080900,C
21111005100,C
6037234501,B
55025001605,C
39035171104,B
42013101600,C
12086006702,A
26163506700,C
17031070300,C
48485010200,D
41051003801,B
55079170700,C
44007003400,A
22071013600,C
13121004000,C
34001013102,C
34039038000,C
36005017902,B
18163003200,C
26121000500,C
39153504800,B
6037181300,B
39035123100,A
36067001500,C
6037575300,D
51710003800,C
55079018200,C
17031836900,D
36047043500,C
26163505400,B
26081003900,D
42003261200,B
33011001200,B
36005023800,C
18097330600,C
39035177201,C
21117060900,C
18163001400,C
42077002302,A
42003281400,C
17031070400,C
36047057100,C
6067004402,C
53063014400,D
17031560900,C
53053072310,C
12086006504,B
55025001705,C
39153506800,D
6037462500,B
25005640901,B
36005023703,B
36081070300,C
19153000802,B
18163003000,C
25017354500,B
29095008800,D
6037191820,C
55059001800,C
6073007400,C
1073004701,C
8031004302,A
36047117800,C
27137002000,C
31055003200,B
12086007104,C
34007605100,C
29510102500,B
26163546900,D
17043842300,C
25017311800,C
48439104300,A
17031390400,C
48453001303,D
48141003000,D
17031836600,C
53053061200,C
39049005000,D
9001072100,B
51710003700,C
34003017200,C
36085012200,B
25005650202,B
17031816000,C
36005015700,D
9009351500,C
36085024401,C
6037302202,C
17031824702,D
53033004301,B
48245001700,D
34003007001,C
17031020902,C
42101011200,C
17201001100,D
26025000800,C
6037532002,C
26163507300,D
55079005800,B
25017356300,B
34021001200,A
42003170200,D
36065021303,C
42003270100,B
36029001900,C
24510200200,C
37119001000,C
6037294830,D
26163533700,C
27053102800,C
34013014500,C
26163515300,D
34031223801,B
39095006500,B
19153004400,D
34017020000,C
22071008300,D
53063001400,C
17031810200,B
19155030602,D
36055011100,C
6037480703,B
39099801500,A
42043021300,B
12031002702,D
39095004400,B
39035104900,D
36047123700,D
36005046000,D
42003270400,D
36047095600,D
26049000800,C
34013016100,B
36047000200,D
26163513300,C
39153502600,B
36047057300,D
36119003200,C
26163578600,C
36081065400,C
34017007500,D
34017010600,C
6037241002,D
18097342101,C
24510250102,C
6037570501,C
6037237800,C
55079012400,C
54011000500,C
36093020800,C
9001071000,C
6037601900,D
48453001603,A
31055006701,A
39035117500,D
26163530100,C
25017370202,B
36055007802,A
36007000100,C
26163552800,D
39153508301,C
55079008400,C
6019002502,C
34039038500,B
39153507400,D
45079002200,B
6037462002,D
37067000700,C
36047021300,B
40109102800,D
17031590500,D
39003013400,C
6001421600,A
39035161500,C
18141010500,C
42101038700,A
5119001501,A
34017004200,C
29510108200,A
53063002500,C
48201412000,A
13121000200,B
42101000803,C
34007603901,B
23005001700,B
6001400500,C
13021013700,D
24510160801,B
39035160601,A
18141000900,C
26163543500,B
47157006500,C
29510119102,B
26163552400,D
12103020101,D
39035177302,C
18163002500,C
20177001300,B
26163539600,B
12057005000,D
39153507300,B
6073003109,D
18163000500,A
21111000700,C
42049001200,D
27123035300,B
18097360102,D
55079020800,C
34013013400,B
36047017900,D
27053106000,C
17163502401,C
23005001000,B
17031815000,B
12057005401,A
22017022500,D
36083040400,D
17031301801,C
54069002600,D
36119000103,C
25017311200,B
17031813301,D
41051000402,C
40109102600,D
39035118101,D
6037460100,A
34021002200,C
31109001600,A
36119006500,B
36001000502,B
42101023800,C
36005025700,C
49035102600,D
42003435000,C
51760050600,A
36085013203,B
6037553801,C
23005000500,D
23005001300,C
41051001601,C
25025130406,C
20209040400,C
19193001800,D
1073004800,B
17201001800,D
36119001401,C
18097341903,C
17031150300,C
18003003800,C
18097357000,B
39003012600,C
55079018400,D
23005003100,B
40109105300,D
42073000800,B
36085017011,C
34001002500,C
47157000300,D
31109002200,C
40143002000,B
31055002500,B
9001021600,C
6077000401,B
36001013300,C
6077001200,A
21111004400,C
17031816402,C
24510280402,B
21111006900,C
25017312501,A
21111003700,C
6075031000,B
26163554400,C
34013021701,C
36047031400,D
47037011800,D
55079170500,D
36119004000,C
51710006400,C
26163535000,C
48201310400,C
29510105198,A
6037602003,C
27053001100,B
36047055800,B
25005650400,B
29510101400,C
6037207501,C
6037189102,C
48201310900,C
36081104700,B
9003504100,C
42101011300,C
27123035000,A
25017339500,C
34013014400,C
36081068200,C
9009352702,C
9009350900,B
42003468900,C
36081146700,C
34013009500,B
34003029200,C
34023005000,C
24005421101,B
12086003911,B
17167002801,C
17031490800,B
34013009100,C
39035123603,B
36061010602,D
26065001200,D
25025020101,B
36047086600,B
29510126600,D
26163569700,C
17031814400,D
34013015900,C
36007013400,C
17031390200,C
26163580600,C
17031210100,D
39035160500,A
55079005100,C
34013014200,C
17197881402,B
48029180201,B
6037207101,D
26049003000,B
19061000702,A
6037141102,B
27053012102,C
42091201603,C
36119002107,A
33011000700,B
53063000700,C
26163534700,B
44007003601,A
26163538800,B
12057006300,B
17031120400,C
6001401400,D
6037217100,C
34007600400,D
34013012000,C
6037127805,B
39153502300,C
36029016400,D
48201311500,C
40143001900,B
36061031100,C
6067001800,C
9009140400,C
36081029700,C
6067001500,C
34017001100,D
6037191000,C
42101024500,D
53033005801,C
12031000300,D
53033003300,B
29095007200,A
53053061800,C
18097352700,D
39035114501,D
36047000700,D
17031062600,C
12086006900,B
37081010404,A
25021400500,C
6073000500,C
42101007700,C
55025000700,A
18097360900,D
36085030301,D
39049001902,C
39035185102,B
28049001000,D
34031124700,C
34003010300,C
6037301400,A
19013000700,C
41051003902,B
1073010701,B
6037532101,C
55079100700,D
34031182800,D
17031110100,C
13121005200,C
55079186400,D
19193000900,A
34001012100,C
6037143100,A
36061013700,B
34039031700,A
36065021000,D
51770001200,C
55079090600,C
6037433200,C
55079100800,C
34035051800,B
36005024700,C
18097322100,B
25025050901,D
48141002600,D
6037296902,C
34031143400,C
53033011002,C
40143003400,B
6037195803,C
36015000700,D
36055009603,D
34003043002,C
47065001100,D
55079008600,D
17031060800,C
42003111300,B
26163566800,D
6037214700,C
18163001100,D
37067000302,D
25017342202,C
21111007100,C
39035134204,C
17197881500,B
55025000902,B
36001013400,C
36063020500,B
34017016900,D
4013110502,B
39035196400,D
4013114900,D
22017021200,A
6085500600,B
1101000700,C
6037701502,D
42003151700,B
39035101102,C
42049001600,C
18167000500,D
39035132200,C
17031480300,C
6037554105,C
36119006600,A
25027732002,C
17031460400,D
26099250200,C
25003900400,C
29095005200,C
36047054500,D
36081109900,C
36081063700,C
27053110400,B
40109100800,B
39095004504,A
36063020900,B
6037430600,A
17031500300,D
1073005500,D
36047007000,B
44007002400,B
6037224420,C
34003031400,C
55139000700,C
18089020400,D
6037234502,B
42003551200,B
42133001100,C
42101025300,C
25017338500,B
4013110501,C
34013014600,C
51680000700,C
25021417400,C
18097357600,D
17031140800,B
36029017100,C
26163545700,D
6037576401,C
51740211600,C
6037269904,C
34031154001,B
36119000702,C
42013101100,C
48167724400,B
26163576100,C
18097355900,D
5119000500,D
6037481201,C
36005019500,C
41051003602,C
27137001400,B
51710000600,B
6001404800,B
17031520200,D
36005002800,D
39035152101,A
53053063400,C
25025010802,B
9009361500,D
34007600800,D
17031836800,D
9003415700,C
41051001202,C
53063004000,C
19163010600,C
17031530501,C
17031800600,A
42133001500,D
55101000300,D
25017336300,C
17031832500,D
26163520700,D
6037570203,C
17031836500,D
18089040200,C
44007017900,B
18097351500,D
6075025300,D
36029005100,B
39035178205,C
39113002900,C
39095007902,C
55079002300,C
36029011000,C
26125141600,C
24510270902,A
53053062000,C
17031200200,C
12031002501,C
42101001202,D
51760030100,D
22071004000,D
36007000200,C
39113000700,B
42071001000,B
17043840600,C
17115000900,C
17031100700,C
25017354200,B
37067000802,D
36061005900,B
17143000900,D
29189212001,B
36047072800,B
26163580800,D
6037402804,C
9001021200,B
37081011601,C
36001013200,C
27053110900,B
26163551100,A
6037575001,D
21117067100,C
39035102401,D
17031630300,C
36047005601,B
26081011500,C
26163580100,C
5119004500,D
36067013100,B
36119001102,D
36005035100,B
17031431400,C
6037221220,D
39095002401,A
36061008700,D
26125183600,B
17031081500,D
25017353400,D
36067004800,B
6075011200,D
8031004304,B
17115000200,C
48113020600,A
36067005100,B
6037311500,B
34007601102,B
19113001800,A
48201312500,C
4013110600,C
13051003000,B
42079213000,A
17031580400,C
20177002100,B
36047053100,D
37081010300,C
17031140302,B
6001428400,C
6037480202,A
55079009100,C
36081134100,C
6037208720,C
18089021500,A
34039034400,D
1073004500,D
49035102802,D
27123030100,B
17031730400,C
36081008700,D
48201332900,C
42045404500,A
6085501600,C
42003486900,C
42003040900,D
48201410200,B
4013114402,C
39035185104,C
36047102000,D
12086007300,B
42071000700,B
39035132100,C
29095006300,D
6037432500,C
6037125310,C
48245002000,B
41051007700,C
17097865200,C
6037310800,B
17031270500,C
36047051700,D
42049010700,B
12086004205,B
26099258400,D
37119000400,D
25005640500,B
6075013200,A
39093023300,C
42003140600,A
6037274202,D
26163550400,C
9009154100,D
48375014500,D
34021001900,D
6019002602,B
34003006100,C
6037204110,D
48113000401,C
13121006300,D
6075023200,C
25009251200,D
42049001400,D
4013113300,B
6037228800,D
25021419200,B
6037554301,C
12086006709,C
17031809100,B
44007001500,C
39153502700,C
1073000800,D
18141000700,B
22071012102,B
20209045000,D
6037542000,C
27053107600,B
27053100800,B
26163517200,D
48113001900,D
36081094700,C
36007013201,C
26065001000,B
53053060500,A
12086007002,D
18097355000,C
6037300400,C
6001407500,C
8031000800,D
34039031802,C
42101028901,B
51680001100,C
17031811200,C
34003047200,B
20173003900,D
39035120200,C
17031350100,D
42003562000,B
26065004492,C
37081010200,C
42003130300,D
48439111104,C
55079019300,C
6037532001,B
13121000700,D
42101032900,C
19163010900,D
51710005902,D
39095002300,B
6073002803,B
6037531503,D
6075022903,D
36047059300,D
6037269903,C
6037141101,B
17167002200,B
29510126800,C
36061001001,D
48141002202,B
55079091400,B
55079070100,B
39095002000,C
55079018500,C
6037301701,C
25017354000,C
26077000500,C
25003900100,B
48439102202,B
48141002100,D
29095008000,C
39023000200,D
42101017100,C
38017000502,A
25021401200,A
1073002305,C
36065023300,C
39035152301,B
1097001002,C
12103023000,D
24005403300,B
25025070200,D
6037271200,B
6037209200,C
53063001900,B
6073007502,C
26163574100,C
55079002100,C
17031130100,B
42049002900,A
36047007700,D
26081012500,B
39049006100,D
39113004100,D
6019000501,C
13089022403,B
53033009500,B
9009141900,C
6037480804,B
42095017603,D
36005009000,C
48375012800,D
6037570502,C
6077000402,C
37081010701,B
9001030400,C
48167725100,B
36047035400,D
25023511100,C
39035119701,C
48375012600,C
44007003100,C
27123031702,C
34039031100,D
29095007400,C
6037540102,C
42101023100,A
17031640600,C
6037199300,D
40143003500,B
55059001700,C
36081053900,C
54099005200,C
34039037200,C
42079201400,A
9001070300,D
39099801700,C
12057002700,D
6073007100,B
6037431501,B
42003310300,D
37067001200,A
6037552200,C
17031819100,C
31055005300,B
39049006000,C
42049000100,C
42133000500,C
48029980002,C
51760060600,B
39099801000,D
24510210100,D
12103023600,C
42101009801,C
6037301602,C
6075047901,B
17201002500,C
25005652700,C
34039031200,D
48201510100,C
6037143800,B
36081107201,D
26049003800,D
6073007200,B
22071005601,C
13121000600,D
36029007000,C
27053100400,C
8031003603,C
26163507000,D
34039038900,D
36083040900,D
8031000902,D
25021416400,A
22071010200,C
39153504700,A
25021417602,C
29510101800,D
25009260200,C
36047053900,D
1101000100,D
51770002600,D
19113002400,B
9009351700,D
36085015603,D
26065006500,B
25027710500,C
6037294110,D
18003000701,C
34013010000,C
36081020800,D
6037239202,C
36005029302,B
17031840200,D
6001432700,C
27053109400,C
36067000501,D
51740210500,D
39049002520,C
36055004602,C
40143001600,C
6037535400,D
17031827100,C
24510250401,C
6037125402,B
37081010500,A
44007003500,A
36085016901,C
39095005502,B
42101036700,D
6037601001,C
26163554200,C
25017336401,C
39151702100,C
6037310702,C
19113000901,B
47065012000,A
1097002502,C
36047098200,D
42003423000,B
39035123200,C
51740211500,C
6001403501,C
12086006403,B
24510271400,B
12086004106,A
26081001500,D
6037701801,D
12086005403,C
39035152202,C
49057201302,B
33011000101,A
51710006100,D
55079007200,D
53033008400,D
42101000901,D
26099268100,C
6037536103,C
36067005500,C
42003476200,C
6037242100,D
39035121300,C
25009205200,B
39093097300,C
47093002900,D
26125171200,C
39035101400,C
47093006900,D
17031831800,B
42003141400,B
39049002200,C
29189214100,C
47157005500,C
36029006702,A
39099811400,A
39099804200,B
25021417802,D
26163526000,D
6037703200,A
12086006102,A
36093021400,D
17089853200,C
39035160900,A
12086004703,B
25017388300,D
42077002301,A
18003000500,C
39113021502,D
25009261000,C
42077000900,B
8059011300,C
36085013800,C
42101021500,D
42101008200,B
29510115200,B
39035171102,C
21117061100,C
18003001300,C
6037533103,D
18097320202,C
34039036700,B
36047054900,D
36081108500,C
6001404200,B
6037103102,C
9001022200,C
18003001700,C
12086001501,D
21111009000,C
34003011400,C
27137015700,C
22071007101,D
9009154900,B
36047051500,D
36081147100,B
51760060200,D
17031810000,B
25027710800,B
24510280404,C
39113000400,B
53063001300,B
36067012500,C
26163524300,D
44007003200,B
37021000200,D
42021000300,C
18089021400,B
26081000800,C
36005029301,A
6077002000,D
6001427200,D
36081102900,C
17201003606,B
6037403000,C
6037228900,D
27053102000,C
34039031000,C
42077009500,B
6085503112,D
36005009600,C
6037228100,D
6001409600,D
9003416300,C
36067004000,D
36061023700,B
48113010102,D
36061008000,B
6073006100,D
39099813700,D
17031801200,B
36061001002,D
51740210900,D
48201410600,B
17031020500,B
39113000200,C
19163012902,B
34013007800,D
37119001400,D
8005005951,C
39049005700,C
29510115600,D
42003562600,C
6001421700,B
34007602602,B
17031120200,A
26121002100,D
12103022000,C
27053107500,D
17089853300,D
39035153106,A
39049005200,C
36085014700,C
36047114600,D
36119002900,C
48245006100,C
25017350700,B
36061014402,B
51770001900,C
6037262706,B
39035170202,C
36055012700,B
1073011904,D
36067014000,C
34003051200,B
42101006400,B
29189217200,C
36085008100,C
12103021500,C
6073002708,C
9001074400,C
22071007502,C
26121004300,D
39035152701,C
53033004100,A
24510080200,C
26163503300,B
21111000600,C
17031811500,C
41051004002,C
17089853600,C
34013010400,A
9003497600,B
36007000400,B
6037571200,A
39035116700,C
39049006821,C
6067002600,B
29510127200,C
36081142900,C
42101006600,C
42021013500,C
25017356400,B
17031843800,D
48029191005,B
39035114600,D
41051004700,B
54011000400,C
44007010800,C
55025001704,C
24510280403,A
36081061000,C
42091201706,B
34017014502,D
36085002100,D
27109000500,B
36047077400,B
18035002800,C
37067000200,D
6037264302,C
6037296500,D
31109000202,B
42003110600,B
6077002300,D
6001410400,C
12086004406,B
29095002000,D
29095009200,B
39035152604,C
12057004900,D
8101001100,B
6073004200,D
26025000300,C
17143001900,C
24510280102,B
36081047800,B
39151700500,C
44007015100,B
25017354100,B
27123036600,B
24510271700,C
17031470100,D
39035116900,C
53053062300,C
20173002100,A
36005030701,A
47065001200,B
48029190200,A
42077006102,A
18003003000,C
34021000200,C
53063000500,C
17201000402,B
36119002401,C
36067002400,D
39049000110,C
36081061200,C
36029001600,C
39113003100,C
34013015800,B
53053061001,C
17043843601,C
9001080800,B
21111009600,A
6037265202,C
51770001800,C
39151701000,B
39049000720,C
36029009401,A
36067001702,B
47157000600,D
6037219902,C
13215001600,D
26163541400,C
34001012501,C
21067000200,C
36005012300,D
17201001900,D
36029016700,C
6037207502,D
34003059200,B
39095004701,C
6037572201,D
27123032000,B
19113001900,D
25005651800,B
47065002300,D
34039032002,C
22071007200,D
36081094500,C
36001000403,C
55059001200,C
51740213200,C
24510200800,C
55139000500,D
55059000900,C
26081003200,C
9009141800,A
25017373200,C
12086000608,D
40143000900,B
36119002105,A
39035115900,C
34001001900,C
26163537600,C
36083040200,C
42101010100,C
26025004100,D
40143000400,D
44007017800,D
6037670100,D
29510102200,B
12103023800,C
26081002100,C
6037572202,C
6037463700,C
26125181600,D
34007605300,B
27053111100,B
36081015700,D
36061021100,B
34039032902,C
25025090700,C
44007017300,B
39153504400,C
1073001600,D
36055001000,C
21067000102,D
31109001003,C
39035151100,C
25027730600,B
34003048100,B
17031830700,C
6037620301,C
25025000301,C
55059001600,C
48201310300,B
20173001100,B
25009206800,C
36081070700,C
34013016000,A
13121005300,C
36047053700,D
24005420500,C
36081003300,D
36119003000,C
6037127910,C
29510116200,B
20209043000,D
48439103800,D
18003000800,C
39095005300,D
48485011000,E
6037224020,D
26065980200,C
1073002400,D
6037502003,D
49057201200,D
12086005102,C
25021400900,C
34031183101,B
26163573500,D
34035052001,C
22071005603,C
42101018400,C
48141002400,B
53033006000,B
27053100200,B
26049012202,D
36085006700,B
37119000300,D
39035153105,C
25009260800,C
6075016500,D
27053105204,D
55025001200,C
6085505600,C
39151702500,C
25003900900,B
6037404802,D
6073014102,D
42077000700,B
48439100202,D
6037600502,C
47093000800,D
18097361300,C
6037620601,D
25017373500,B
34001012602,C
17031820000,A
6037183103,D
18097354900,D
6037195500,C
21111003000,D
17031191200,C
36061002900,D
6077001300,B
6037404301,D
27123036700,D
34017005300,C
36081105900,C
27053104000,C
29077000300,B
51770002400,C
29095007700,D
6037265305,C
6037311802,C
25013810601,C
53033008900,B
34031124401,C
25013811200,C
6037535606,B
13121001700,C
39049005410,C
26163550900,A
36047003500,C
31109001700,A
17201000300,C
18097351000,B
34003031300,D
21111003600,D
22071007605,C
39035117700,C
17043843700,C
6037404901,D
39095005902,C
48113002500,C
42049010500,B
6037262100,A
27123035800,B
54039000800,B
44007018500,D
6075020402,C
39151700400,B
27053011800,B
42003515100,C
39151701500,C
18141002800,C
36085017009,C
26049001600,B
18097391000,D
19153000701,D
9001022300,C
48439100502,D
39153505200,B
6067002500,B
18097370202,D
26081013000,C
36029001100,B
31109001400,C
36119004800,B
39099810700,C
37021000700,D
36085017005,C
48439100101,B
55101000901,D
29510103100,A
40143003700,B
22071012300,B
36067002101,D
6037701000,C
18089030100,D
39035119202,C
17031520500,C
29189218900,C
36085001700,D
53033006600,B
34017000600,C
6085502302,B
26081000900,C
29095000900,D
37081011200,D
42095010800,B
53053060600,C
33011002400,D
6067002000,C
55059000800,C
34039036600,C
47065002000,D
8031000102,C
34013013600,C
36081130100,C
21037050500,B
6001404000,C
6037186401,C
17031260100,C
42003261500,B
22071012800,B
27123033800,B
36047034300,D
9001070100,B
42101009200,D
6037430902,C
8059010702,C
36119003800,B
39049000330,D
6001408000,A
34023002901,C
26049002300,C
34031180300,D
26077000300,C
36029009502,B
26049002400,D
49057201600,D
25009204300,C
25017353000,C
6037310703,C
48485010600,E
21111003500,D
12086001606,C
48113000601,C
22071001200,D
17031100500,C
6001404300,B
1101001300,B
36027220100,D
18097357100,D
39095003500,C
26081000500,B
48201411000,A
34031183000,D
12086005104,C
17031730300,B
24005430200,C
42101020900,C
12103024100,D
12103022200,C
36061005000,C
24005430900,C
36029000200,C
17031080201,C
6073008102,A
17031834000,D
39153507203,A
55079002400,C
6037572002,C
48113006800,C
36081061602,C
42077006800,B
34013013500,C
39035181203,B
25009260600,C
1073004901,C
25025110601,B
17031480500,C
34039034900,B
44007017100,B
26017286600,D
34003021500,D
42091201703,C
6001405200,B
20209040200,D
26163985000,D
13121005800,C
26065002101,C
39035118602,C
48439100201,D
6001422600,C
9001073800,C
36119000802,C
39049000910,C
20173004300,D
48245006700,A
39095006200,B
19153004001,C
17043845602,C
51760040900,C
49057200900,C
36047078200,B
55025002100,C
34039034100,B
4013111800,B
36047005900,D
42133000800,C
29077000800,D
6001408200,C
39035177608,C
6037207710,D
9001080600,B
34003041302,D
36029005400,B
27053002400,D
42003120700,C
27145000601,C
39049004500,B
42091201606,B
6037406101,C
42101029900,C
6037189800,C
1073010900,D
42101021000,C
53033005900,B
25027730700,B
41051002100,D
40109100300,A
48439103500,B
18167000400,D
25009260301,C
39035160300,B
42003470600,C
37119003500,B
26163553400,D
42003980600,D
34023002605,C
36055013901,C
9009142700,C
17031805502,B
36081122702,C
20091051200,C
48375013000,D
26163530300,C
42043021700,B
6037109500,C
6001407200,D
17031809700,C
25017353300,D
31109001800,B
6075013300,A
12103028500,D
25017357200,B
48439102800,A
6075025500,C
41051003000,B
42079213700,B
42003191100,C
36047083600,B
17197881800,B
9003415800,B
9009142500,C
36061010200,A
6037301206,B
39049005420,B
6073002712,D
25005650101,B
13021010300,D
42003070300,B
18097360700,C
6037542602,C
12057006000,B
42101038800,B
9003497400,A
54011001000,C
25027731002,C
48201320200,B
23005003200,B
55079016500,D
36055012600,A
17031809300,C
25017353101,D
17031842100,C
36065020300,D
18097361200,C
34003006202,C
25021418101,B
34007602902,B
12031002502,B
34031182100,D
17031808900,B
1073003400,C
36047110400,D
6075016200,D
22017022700,A
34003025100,B
42101014300,D
39099814000,D
36081099802,C
34039031601,B
39023001500,C
42101000801,D
6037461300,B
19113001200,D
9003504200,B
39049001500,D
42003191700,C
6037540203,C
36047005000,A
37063000500,C
12103028402,C
6037125600,A
34031124602,B
39153507101,A
9009351602,C
12031002300,B
36081059400,C
6037405101,D
6037540101,C
36007000600,C
42003070500,B
48201412400,B
42043023100,B
6037572001,C
6001432600,C
47157004200,D
1101003301,C
36047062200,C
6001420300,C
25017339700,C
36005022404,C
17031819801,C
42077000400,B
6073007002,B
36027220300,C
34017007800,D
21037052100,B
55101001302,C
26125183400,B
9001022100,C
18003002500,B
48141002800,D
18163001700,D
12103020700,D
22071014100,D
29189213800,B
6037464000,B
29189219200,A
26049001100,B
18097356200,D
45079002100,C
24005420702,C
36063021000,C
39035103100,D
24510150600,C
6037533104,C
6037463200,C
6001406700,C
17031840400,D
37067001800,C
48245002500,B
39099804300,B
51650010601,D
48201411400,A
21111008900,A
25009206100,B
19153000704,C
17031809000,A
17197882602,B
6037501803,D
39003012300,B
42003070800,D
36067004302,B
37081010602,C
6037128303,D
39095001500,C
9001073400,C
26025002100,D
8031000702,C
21067000802,C
34039033700,C
24510010200,C
39035127501,D
5119002900,D
39035160400,B
39035172201,C
24510090100,B
42091201605,C
26121000100,D
26099255700,C
6075042700,B
34017001300,D
36067003000,D
36061023600,D
29077000900,C
12086004105,A
6037128602,B
18089011300,C
26081012300,A
13121003000,C
6019002800,C
36047099600,D
4013108501,C
17143002000,B
9009142300,D
18089011200,C
13121009502,A
42003420000,C
55079170600,C
27053000603,B
26049003600,C
12103028300,C
42101008301,C
27123031300,C
18141000301,D
48375015400,D
12086002404,D
26125153100,B
37081010900,C
27123030500,C
24510271501,B
6067001600,C
36007013600,B
27109000300,C
18003004300,C
